Id,ReportedDate,AmendDate,Tradeid,Book,BookOwner,Amender,Supervisor,ISIN,TradeDate,SettlementDate,Action,SettDateChange,BookChange,CPartyChange,MultiAmend,PnL,Counterparty,Desk,Quantity,Price,BS
260,23/02/2018,24/02/2018,UL71986872,BD202,Liam Payne,James Cordan,Liam Gallagher,ICHR,18/02/2018,01/03/2018,Amend,N,N,N,N,-500000,CIP23223,LONMID,40817,2295,S
261,18/03/2018,18/03/2018,KF76409250,FUT500,Louis Tomlinson,Adele Adkins,Paul Arthurs,FELE,16/03/2018,01/04/2018,Cancel,N,Y,N,Y,10,CIP23223,LONLONG,17148,3978,S
262,02/02/2018,02/02/2018,QK55991521,LN202,Niall Horan,Harry Styles,Liam Gallagher,MTSI,26/01/2018,29/01/2018,Cancel,N,Y,N,N,0,MCXXXX,LONMID,46839,2625,S
263,11/02/2018,14/02/2018,NW02952692,STK20,Louis Tomlinson,Zayn Malik,Paul Arthurs,GIGM,10/02/2018,27/02/2018,Cancel,Y,N,N,N,600,NMKL009,LONLONG,94147,871,B
264,27/02/2018,28/02/2018,JQ58834449,BD202,Liam Payne,Niall Horan,Liam Gallagher,GNBC,27/02/2018,04/03/2018,Cancel,Y,N,Y,Y,0,MCXXXX,LONMID,62355,4695,S
265,01/03/2018,02/03/2018,LW60166493,LN202,Niall Horan,Louis Tomlinson,Liam Gallagher,GLBL,24/02/2018,04/03/2018,Amend,N,N,N,N,-600,CIP23223,LONLONG,38084,3615,S
266,12/03/2018,13/03/2018,AU45572787,NY422,Louis Tomlinson,Ed Sheeran,Paul Arthurs,NLY^A,08/03/2018,21/03/2018,Amend,N,N,N,Y,400,RD7070,LONMID,94625,295,B
267,14/02/2018,15/02/2018,GP76159084,STK350,Louis Tomlinson,Ed Sheeran,Paul Arthurs,DGX,12/02/2018,25/02/2018,Amend,N,N,N,N,0,LON9005,LONLONG,30104,1398,B
268,06/03/2018,09/03/2018,KH12984266,LN202,Niall Horan,Ed Sheeran,Liam Gallagher,GMTA,05/03/2018,21/03/2018,Amend,N,N,N,Y,-600,GOXXX90,LONMID,42071,3476,S
269,04/02/2018,07/02/2018,TF08591501,NY422,Louis Tomlinson,Adele Adkins,Paul Arthurs,CLRB,05/02/2018,25/02/2018,Amend,N,N,N,N,0,DD14ET6,LONLONG,97797,4677,B
270,18/03/2018,19/03/2018,TH14011939,NY422,Louis Tomlinson,Niall Horan,Paul Arthurs,ARU.CL,09/03/2018,19/03/2018,Cancel,N,Y,Y,Y,55,MCXXXX,LONMID,67190,2276,B
271,23/02/2018,26/02/2018,ZR21910898,LN202,Niall Horan,Mick Jones,Liam Gallagher,MCX,17/02/2018,21/02/2018,Cancel,N,Y,Y,N,0,MCXXXX,LONLONG,46993,4866,S
272,08/02/2018,11/02/2018,RP15313308,FUT500,Louis Tomlinson,Adele Adkins,Paul Arthurs,ANH,01/02/2018,07/02/2018,Amend,N,Y,N,N,4500,MCXXXX,LONMID,36488,898,B
273,06/03/2018,08/03/2018,JP61193560,BD202,Liam Payne,Harry Styles,Liam Gallagher,REFR,02/03/2018,14/03/2018,Cancel,N,N,Y,Y,420,RD7070,LONLONG,11427,4292,S
274,10/02/2018,11/02/2018,CQ63169727,NY422,Louis Tomlinson,Zayn Malik,Paul Arthurs,ENBL,07/02/2018,14/02/2018,Cancel,Y,N,Y,Y,-1000,FF90HUI,LONMID,87439,4828,S
275,08/02/2018,09/02/2018,QU42710705,STK20,Louis Tomlinson,Ed Sheeran,Paul Arthurs,CLNS^E,07/02/2018,17/02/2018,Cancel,N,N,N,N,10,NMKL009,LONLONG,30011,2516,S
276,20/02/2018,20/02/2018,ZI32414992,NY422,Louis Tomlinson,Liam Payne,Paul Arthurs,GLYC,17/02/2018,05/03/2018,Amend,N,N,N,N,50000,LON5076F,LONMID,93708,2532,S
277,01/03/2018,04/03/2018,JR77556885,STK350,Louis Tomlinson,Harry Styles,Paul Arthurs,INSY,02/03/2018,16/03/2018,Amend,N,N,Y,Y,-2500,LON9005,LONLONG,90421,1389,B
278,16/02/2018,19/02/2018,SW81985965,NY422,Louis Tomlinson,Harry Styles,Paul Arthurs,BIF,09/02/2018,28/02/2018,Cancel,N,N,N,N,4500,TY00TYO,LONMID,3478,3762,B
279,07/02/2018,10/02/2018,LY38696768,STK350,Louis Tomlinson,Mick Jones,Paul Arthurs,WF,04/02/2018,10/02/2018,Cancel,N,N,N,Y,420,LON9005,LONLONG,15986,777,B
280,24/02/2018,25/02/2018,GE94861314,NY422,Louis Tomlinson,Harry Styles,Paul Arthurs,NRIM,23/02/2018,05/03/2018,Cancel,N,N,Y,Y,-2500,MCXXXX,LONMID,30545,3414,S
281,21/03/2018,21/03/2018,ND12838927,FUT500,Louis Tomlinson,James Cordan,Paul Arthurs,CLDC,13/03/2018,21/03/2018,Amend,N,Y,N,Y,-600,GOXXX90,LONLONG,3850,1768,B
282,22/03/2018,25/03/2018,MS98259256,STK350,Louis Tomlinson,Zayn Malik,Paul Arthurs,CNI,18/03/2018,29/03/2018,Amend,N,Y,Y,Y,10,RD7070,LONMID,64104,3582,B
283,22/02/2018,22/02/2018,BQ27480425,STK20,Louis Tomlinson,Niall Horan,Paul Arthurs,ATTO,22/02/2018,08/03/2018,Cancel,N,N,N,Y,420,LON9005,LONLONG,73377,4720,S
284,26/03/2018,27/03/2018,AF62804254,NY422,Louis Tomlinson,Adele Adkins,Paul Arthurs,EQFN,27/03/2018,04/04/2018,Cancel,N,N,Y,N,0,LON5076F,LONMID,13757,3021,B
285,04/03/2018,05/03/2018,QA18314582,BD202,Liam Payne,Louis Tomlinson,Liam Gallagher,EDGW,02/03/2018,14/03/2018,Cancel,Y,N,Y,Y,1000,FF90HUI,LONLONG,64445,335,S
286,12/03/2018,15/03/2018,JT85918062,NY422,Louis Tomlinson,Adele Adkins,Paul Arthurs,COF^P,15/03/2018,25/03/2018,Amend,N,Y,Y,Y,400,NMKL009,LONMID,54309,3296,S
287,01/02/2018,01/02/2018,ZU45446144,FUT500,Louis Tomlinson,Mick Jones,Paul Arthurs,GNT,29/01/2018,13/02/2018,Cancel,N,N,N,N,4500,LON5076F,LONLONG,77288,1972,S
288,09/03/2018,09/03/2018,FV96540910,NY422,Louis Tomlinson,Liam Payne,Paul Arthurs,MNKD,04/03/2018,16/03/2018,Cancel,Y,N,N,Y,55,LON9005,LONMID,88906,4756,B
289,13/02/2018,14/02/2018,TD09519875,STK350,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,UMH,09/02/2018,13/02/2018,Cancel,N,Y,N,Y,1000,DD14ET6,LONLONG,10030,4631,B
290,04/03/2018,07/03/2018,FA00385027,STK20,Louis Tomlinson,Zayn Malik,Paul Arthurs,UBP^G,05/03/2018,10/03/2018,Cancel,Y,N,N,N,0,DD14ET6,LONMID,98867,841,S
291,10/03/2018,11/03/2018,ED76563402,STK350,Louis Tomlinson,Liam Payne,Paul Arthurs,DTRM,04/03/2018,12/03/2018,Cancel,N,Y,N,Y,0,NMKL009,LONLONG,48662,4913,S
292,02/02/2018,04/02/2018,AT03419358,STK20,Louis Tomlinson,Ed Sheeran,Paul Arthurs,WMT,25/01/2018,14/02/2018,Amend,N,N,Y,N,-600,TY00TYO,LONMID,69008,2023,B
293,07/02/2018,08/02/2018,EF38027478,STK20,Louis Tomlinson,Liam Payne,Paul Arthurs,ELVT,07/02/2018,17/02/2018,Amend,N,N,N,Y,-1000,TY00TYO,LONLONG,50603,2617,B
294,04/03/2018,06/03/2018,DR47780753,LN202,Niall Horan,Louis Tomlinson,Liam Gallagher,ADNT,26/02/2018,06/03/2018,Cancel,N,N,N,Y,-100000,GOXXX90,LONMID,59250,1955,S
295,23/02/2018,25/02/2018,PG71993255,FUT500,Louis Tomlinson,Liam Payne,Paul Arthurs,FINQ,19/02/2018,27/02/2018,Amend,N,N,Y,Y,500,LON9005,LONLONG,8312,753,S
296,26/02/2018,27/02/2018,YB84165741,STK350,Louis Tomlinson,Adele Adkins,Paul Arthurs,PUK^A,22/02/2018,10/03/2018,Cancel,N,N,Y,N,400,TY00TYO,LONMID,10570,2231,S
297,01/02/2018,02/02/2018,XD94880879,BD202,Liam Payne,Louis Tomlinson,Liam Gallagher,RNVA,25/01/2018,09/02/2018,Amend,N,N,Y,N,0,GOXXX90,LONLONG,53289,3792,B
298,22/03/2018,23/03/2018,NW35706835,BD202,Liam Payne,Liam Payne,Liam Gallagher,NSEC,19/03/2018,26/03/2018,Amend,N,N,N,Y,500,CIP23223,LONMID,61778,3082,B
299,13/02/2018,13/02/2018,VX47623466,STK20,Louis Tomlinson,Niall Horan,Paul Arthurs,SGMO,06/02/2018,19/02/2018,Amend,N,N,N,Y,0,LON9005,LONLONG,6821,2882,S
300,07/03/2018,10/03/2018,RJ99646439,STK20,Louis Tomlinson,James Cordan,Paul Arthurs,CVA,01/03/2018,11/03/2018,Amend,N,Y,N,N,-100000,LON5076F,LONMID,94881,2280,B
301,11/03/2018,12/03/2018,LC57157904,NY422,Louis Tomlinson,James Cordan,Paul Arthurs,IFN,12/03/2018,22/03/2018,Cancel,N,N,N,N,1000,LON9005,LONLONG,80719,1162,S
302,10/03/2018,10/03/2018,FG22042522,FUT500,Louis Tomlinson,Liam Payne,Paul Arthurs,MCRB,07/03/2018,16/03/2018,Cancel,Y,Y,Y,Y,-600,DD14ET6,LONMID,48405,4065,S
303,14/03/2018,17/03/2018,VS68679684,BD202,Liam Payne,Niall Horan,Liam Gallagher,GARS,16/03/2018,04/04/2018,Cancel,Y,N,N,N,50000,DD14ET6,LONLONG,48357,154,S
304,05/03/2018,08/03/2018,DK53123796,FUT500,Louis Tomlinson,Harry Styles,Paul Arthurs,STK,05/03/2018,11/03/2018,Cancel,N,N,N,N,600,FF90HUI,LONMID,6560,4065,S
305,27/03/2018,30/03/2018,FF51293923,STK350,Louis Tomlinson,Ed Sheeran,Paul Arthurs,FSV,20/03/2018,06/04/2018,Cancel,Y,N,N,N,400,NMKL009,LONLONG,20673,1882,S
306,28/02/2018,02/03/2018,YE79147698,NY422,Louis Tomlinson,James Cordan,Paul Arthurs,BBN,22/02/2018,04/03/2018,Cancel,N,N,Y,N,55,TY00TYO,LONMID,44236,3303,B
307,04/03/2018,07/03/2018,GA68661724,NY422,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,GME,03/03/2018,10/03/2018,Amend,N,Y,N,N,600,LON9005,LONLONG,38009,1930,S
308,01/02/2018,03/02/2018,UQ78141040,FUT500,Louis Tomlinson,Harry Styles,Paul Arthurs,EGT,30/01/2018,12/02/2018,Amend,N,N,N,Y,500,GOXXX90,LONMID,84447,1724,S
309,09/03/2018,11/03/2018,GB03818431,FUT500,Louis Tomlinson,Ed Sheeran,Paul Arthurs,THST,03/03/2018,17/03/2018,Amend,N,N,N,N,0,NMKL009,LONLONG,24440,1704,S
310,25/02/2018,28/02/2018,VU57272111,STK350,Louis Tomlinson,Niall Horan,Paul Arthurs,ASNA,20/02/2018,23/02/2018,Amend,N,Y,Y,Y,0,DD14ET6,LONMID,57987,3454,S
311,20/03/2018,20/03/2018,DZ43976246,STK350,Louis Tomlinson,Mick Jones,Paul Arthurs,DAVE,17/03/2018,03/04/2018,Cancel,N,Y,Y,N,-2500,TY00TYO,LONLONG,51560,2369,B
312,10/03/2018,11/03/2018,CC58804852,STK20,Louis Tomlinson,Ed Sheeran,Paul Arthurs,JMM,05/03/2018,14/03/2018,Amend,N,N,N,Y,4500,FF90HUI,LONMID,40946,2591,B
313,20/02/2018,22/02/2018,YC85404129,STK20,Louis Tomlinson,Harry Styles,Paul Arthurs,HLG,20/02/2018,12/03/2018,Cancel,N,N,N,Y,-100000,CIP23223,LONLONG,10617,4757,S
314,22/03/2018,24/03/2018,HQ36322014,LN202,Niall Horan,Louis Tomlinson,Liam Gallagher,RNR^C,14/03/2018,21/03/2018,Cancel,Y,Y,N,Y,-2500,GOXXX90,LONMID,95061,403,B
315,08/03/2018,10/03/2018,PW47441775,NY422,Louis Tomlinson,Zayn Malik,Paul Arthurs,NEV,06/03/2018,22/03/2018,Amend,N,N,N,N,500,MCXXXX,LONLONG,25419,4308,S
316,06/02/2018,06/02/2018,LG56656456,BD202,Liam Payne,Niall Horan,Liam Gallagher,SEDG,06/02/2018,20/02/2018,Cancel,N,Y,N,Y,50000,GOXXX90,LONMID,40966,1941,B
317,28/02/2018,03/03/2018,JG84114647,FUT500,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,GRMN,03/03/2018,18/03/2018,Cancel,Y,N,N,N,0,LON9005,LONLONG,12499,4985,B
318,22/02/2018,24/02/2018,WV05561087,FUT500,Louis Tomlinson,Liam Payne,Paul Arthurs,OMER,18/02/2018,01/03/2018,Cancel,Y,Y,N,N,420,LON5076F,LONMID,55994,2869,B
319,21/03/2018,22/03/2018,JJ60227161,LN202,Niall Horan,Harry Styles,Liam Gallagher,RIGL,22/03/2018,29/03/2018,Cancel,N,Y,N,Y,400,RD7070,LONLONG,40487,4336,S
320,10/03/2018,11/03/2018,YO45405800,STK20,Louis Tomlinson,Ed Sheeran,Paul Arthurs,OPHC,03/03/2018,09/03/2018,Amend,N,N,N,N,-2500,TY00TYO,LONMID,67400,4828,B
321,17/02/2018,17/02/2018,YE41875284,STK20,Louis Tomlinson,Niall Horan,Paul Arthurs,SAJA,11/02/2018,03/03/2018,Cancel,Y,Y,N,Y,600,MCXXXX,LONLONG,34742,222,S
322,17/02/2018,18/02/2018,IW51355709,STK20,Louis Tomlinson,Ed Sheeran,Paul Arthurs,RATE,12/02/2018,21/02/2018,Amend,N,N,Y,N,600,NMKL009,LONMID,96806,2090,S
323,17/03/2018,18/03/2018,BI12984068,LN202,Niall Horan,Harry Styles,Liam Gallagher,KBWD,08/03/2018,17/03/2018,Cancel,N,N,N,Y,4500,FF90HUI,LONLONG,68673,1739,B
324,26/03/2018,26/03/2018,FL36495234,NY422,Louis Tomlinson,Mick Jones,Paul Arthurs,SNCR,24/03/2018,10/04/2018,Cancel,N,N,N,N,-2500,CIP23223,LONMID,56570,347,S
325,17/02/2018,20/02/2018,ID55960554,NY422,Louis Tomlinson,Niall Horan,Paul Arthurs,IVR^A,12/02/2018,18/02/2018,Cancel,N,N,N,Y,55,LON5076F,LONLONG,52791,722,S
326,13/02/2018,15/02/2018,OV48693806,LN202,Niall Horan,Niall Horan,Liam Gallagher,PG,07/02/2018,15/02/2018,Cancel,N,N,Y,N,700,RD7070,LONMID,3818,3164,B
327,05/03/2018,08/03/2018,CT54589519,FUT500,Louis Tomlinson,Niall Horan,Paul Arthurs,SID,27/02/2018,04/03/2018,Amend,N,Y,N,Y,600,MCXXXX,LONLONG,97837,1234,S
328,07/02/2018,09/02/2018,EH27121961,NY422,Louis Tomlinson,Ed Sheeran,Paul Arthurs,BSX,06/02/2018,13/02/2018,Amend,N,N,N,N,600,FF90HUI,LONMID,65569,3233,S
329,25/02/2018,25/02/2018,FU95044274,NY422,Louis Tomlinson,Liam Payne,Paul Arthurs,BXS,21/02/2018,13/03/2018,Cancel,Y,N,N,N,0,CIP23223,LONLONG,45746,2420,B
330,10/03/2018,12/03/2018,WH68184489,STK20,Louis Tomlinson,Mick Jones,Paul Arthurs,NWFL,03/03/2018,18/03/2018,Amend,N,Y,N,N,0,RD7070,LONMID,47406,3583,B
331,25/03/2018,27/03/2018,DW08077506,STK350,Louis Tomlinson,Mick Jones,Paul Arthurs,NEV,17/03/2018,27/03/2018,Cancel,N,N,N,N,0,LON5076F,LONLONG,18167,1983,S
332,13/02/2018,16/02/2018,YT97097712,FUT500,Louis Tomlinson,Zayn Malik,Paul Arthurs,CHS,16/02/2018,01/03/2018,Amend,Y,N,N,N,-1000,RD7070,LONMID,59514,4274,S
333,27/02/2018,02/03/2018,XX13559068,STK20,Louis Tomlinson,Adele Adkins,Paul Arthurs,RILYL,21/02/2018,03/03/2018,Cancel,N,N,N,N,700,DD14ET6,LONLONG,7484,213,B
334,28/02/2018,03/03/2018,TO33673177,NY422,Louis Tomlinson,Zayn Malik,Paul Arthurs,GFI,27/02/2018,09/03/2018,Cancel,Y,N,N,N,-2500,DD14ET6,LONMID,50303,2514,B
335,16/03/2018,18/03/2018,RL78032927,STK350,Louis Tomlinson,Niall Horan,Paul Arthurs,MMDMR,17/03/2018,03/04/2018,Cancel,N,N,N,N,4500,RD7070,LONLONG,22777,1062,S
336,09/02/2018,12/02/2018,VU19673121,NY422,Louis Tomlinson,Ed Sheeran,Paul Arthurs,EEP,06/02/2018,11/02/2018,Amend,Y,Y,N,N,400,FF90HUI,LONMID,10038,1155,B
337,07/03/2018,08/03/2018,VM60681505,NY422,Louis Tomlinson,Ed Sheeran,Paul Arthurs,CRESY,03/03/2018,15/03/2018,Amend,N,N,N,N,500,FF90HUI,LONLONG,51003,1192,S
338,23/03/2018,24/03/2018,GV83060502,NY422,Louis Tomlinson,Niall Horan,Paul Arthurs,KEP,19/03/2018,04/04/2018,Cancel,N,N,N,Y,-500000,FF90HUI,LONMID,64424,3159,B
339,17/03/2018,20/03/2018,ND38084286,STK20,Louis Tomlinson,Zayn Malik,Paul Arthurs,PBPB,10/03/2018,15/03/2018,Cancel,N,Y,N,Y,55,TY00TYO,LONLONG,84887,4733,B
340,08/02/2018,08/02/2018,EQ24449798,STK20,Louis Tomlinson,Liam Payne,Paul Arthurs,GUT^A,01/02/2018,08/02/2018,Amend,N,N,N,Y,420,FF90HUI,LONMID,91114,1635,S
341,18/02/2018,20/02/2018,ZT29615863,STK20,Louis Tomlinson,Niall Horan,Paul Arthurs,IONS,13/02/2018,26/02/2018,Amend,N,N,Y,Y,50000,RD7070,LONLONG,15052,884,S
342,23/03/2018,25/03/2018,RM66796245,BD202,Liam Payne,Louis Tomlinson,Liam Gallagher,GTLS,24/03/2018,06/04/2018,Amend,Y,Y,N,N,400,GOXXX90,LONMID,16817,4071,B
343,08/03/2018,09/03/2018,VW17550228,LN202,Niall Horan,Niall Horan,Liam Gallagher,HL^B,08/03/2018,26/03/2018,Cancel,N,N,N,Y,-100000,TY00TYO,LONLONG,67279,2893,S
344,01/03/2018,03/03/2018,YZ43297900,BD202,Liam Payne,Liam Payne,Liam Gallagher,GLOP,28/02/2018,10/03/2018,Cancel,N,N,N,N,0,MCXXXX,LONMID,14225,1301,B
345,05/03/2018,07/03/2018,IH23137704,STK20,Louis Tomlinson,Adele Adkins,Paul Arthurs,FSV,01/03/2018,08/03/2018,Cancel,N,N,N,N,1000,RD7070,LONLONG,6096,4327,B
346,01/03/2018,03/03/2018,QS99145503,BD202,Liam Payne,James Cordan,Liam Gallagher,TTEC,22/02/2018,26/02/2018,Amend,Y,N,N,Y,420,GOXXX90,LONMID,74397,3437,B
347,26/03/2018,29/03/2018,KJ83561786,NY422,Louis Tomlinson,Ed Sheeran,Paul Arthurs,FTAG,25/03/2018,05/04/2018,Cancel,N,N,N,N,-1000,MCXXXX,LONLONG,36581,878,B
348,13/03/2018,15/03/2018,LG04649740,STK20,Louis Tomlinson,Zayn Malik,Paul Arthurs,PRIM,11/03/2018,24/03/2018,Cancel,N,N,N,Y,-500000,CIP23223,LONMID,34986,3810,S
349,07/03/2018,09/03/2018,QM26468093,NY422,Louis Tomlinson,Mick Jones,Paul Arthurs,VDSI,09/03/2018,20/03/2018,Cancel,N,N,N,N,0,GOXXX90,LONLONG,82663,2955,B
350,06/03/2018,06/03/2018,SJ35726607,NY422,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,MTSC,05/03/2018,23/03/2018,Amend,N,Y,Y,Y,-500000,RD7070,LONMID,9420,1247,S
351,15/03/2018,17/03/2018,CI65001384,NY422,Louis Tomlinson,Liam Payne,Paul Arthurs,HMNY,13/03/2018,22/03/2018,Cancel,N,N,Y,Y,0,DD14ET6,LONLONG,55693,3630,S
352,04/03/2018,07/03/2018,RG41288444,LN202,Niall Horan,James Cordan,Liam Gallagher,NMY,28/02/2018,09/03/2018,Amend,N,N,Y,Y,-1000,NMKL009,LONMID,52351,2352,B
353,03/03/2018,05/03/2018,FY76517261,STK20,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,ATHM,02/03/2018,19/03/2018,Cancel,N,N,N,Y,420,TY00TYO,LONLONG,59490,1322,B
354,15/02/2018,16/02/2018,WP38299129,STK20,Louis Tomlinson,Zayn Malik,Paul Arthurs,GECC,07/02/2018,11/02/2018,Cancel,Y,Y,N,Y,-600,FF90HUI,LONMID,48291,1529,B
355,20/02/2018,21/02/2018,VF98131455,STK20,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,TTI,17/02/2018,03/03/2018,Amend,N,Y,Y,N,0,RD7070,LONLONG,43471,1321,B
356,11/03/2018,14/03/2018,GT17066627,FUT500,Louis Tomlinson,Zayn Malik,Paul Arthurs,RKDA,14/03/2018,26/03/2018,Cancel,N,Y,N,Y,-600,RD7070,LONMID,44175,365,S
357,23/02/2018,23/02/2018,LA07607659,LN202,Niall Horan,Niall Horan,Liam Gallagher,IART,21/02/2018,12/03/2018,Amend,N,Y,N,N,600,TY00TYO,LONLONG,40956,4171,B
358,14/02/2018,16/02/2018,JA44220145,STK350,Louis Tomlinson,Ed Sheeran,Paul Arthurs,ESV,16/02/2018,26/02/2018,Amend,Y,Y,Y,N,0,RD7070,LONMID,45382,4882,B
359,28/02/2018,01/03/2018,OI19984144,STK20,Louis Tomlinson,Adele Adkins,Paul Arthurs,DSLV,25/02/2018,05/03/2018,Cancel,N,N,Y,N,300,MCXXXX,LONLONG,22821,3334,S
360,05/03/2018,05/03/2018,GM78772388,STK350,Louis Tomlinson,Harry Styles,Paul Arthurs,DCUC,24/02/2018,06/03/2018,Amend,N,N,N,N,300,MCXXXX,LONMID,90983,4606,S
361,29/03/2018,01/04/2018,XK73266792,STK20,Louis Tomlinson,Liam Payne,Paul Arthurs,ZNGA,27/03/2018,01/04/2018,Amend,Y,N,N,N,-500000,LON5076F,LONLONG,97409,4595,B
362,14/02/2018,15/02/2018,LG24669171,STK20,Louis Tomlinson,Ed Sheeran,Paul Arthurs,FDEU,09/02/2018,01/03/2018,Amend,Y,N,N,Y,300,FF90HUI,LONMID,80699,3258,S
363,24/02/2018,27/02/2018,LE22221744,STK350,Louis Tomlinson,Liam Payne,Paul Arthurs,CBAK,27/02/2018,07/03/2018,Cancel,N,N,N,N,0,MCXXXX,LONLONG,55313,428,B
364,08/03/2018,08/03/2018,IM80472215,FUT500,Louis Tomlinson,Harry Styles,Paul Arthurs,YTRA,01/03/2018,11/03/2018,Cancel,N,N,Y,Y,0,LON9005,LONMID,79929,4654,S
365,22/02/2018,23/02/2018,EF97006106,STK20,Louis Tomlinson,Harry Styles,Paul Arthurs,GLOB,17/02/2018,03/03/2018,Amend,Y,N,N,N,420,MCXXXX,LONLONG,78088,3500,S
366,20/03/2018,21/03/2018,IP89080353,STK20,Louis Tomlinson,Zayn Malik,Paul Arthurs,STI.WS.A,13/03/2018,21/03/2018,Cancel,N,Y,Y,N,55,NMKL009,LONMID,67554,3946,S
367,15/03/2018,17/03/2018,DY71304666,FUT500,Louis Tomlinson,James Cordan,Paul Arthurs,CLSD,10/03/2018,29/03/2018,Amend,N,Y,N,Y,50000,GOXXX90,LONLONG,35346,1202,B
368,08/03/2018,09/03/2018,WN23349098,STK350,Louis Tomlinson,Niall Horan,Paul Arthurs,LFC,08/03/2018,23/03/2018,Cancel,N,N,Y,N,-2500,NMKL009,LONMID,44624,4949,S
369,20/02/2018,21/02/2018,YJ85625565,FUT500,Louis Tomlinson,James Cordan,Paul Arthurs,NS,18/02/2018,01/03/2018,Cancel,N,Y,N,Y,0,FF90HUI,LONLONG,28384,1279,B
370,19/03/2018,22/03/2018,SU44927617,STK350,Louis Tomlinson,Liam Payne,Paul Arthurs,FWRD,17/03/2018,22/03/2018,Amend,Y,N,Y,Y,-2500,FF90HUI,LONMID,67170,1122,B
371,28/03/2018,29/03/2018,KU94442715,STK20,Louis Tomlinson,Mick Jones,Paul Arthurs,SNHNL,20/03/2018,25/03/2018,Cancel,Y,N,N,Y,50000,TY00TYO,LONLONG,44764,4780,B
372,06/03/2018,06/03/2018,OU91789719,STK350,Louis Tomlinson,Mick Jones,Paul Arthurs,COF^P,25/02/2018,07/03/2018,Cancel,N,N,Y,Y,1000,MCXXXX,LONMID,27307,3141,B
373,02/02/2018,04/02/2018,YJ38849904,NY422,Louis Tomlinson,Mick Jones,Paul Arthurs,NCSM,30/01/2018,12/02/2018,Amend,Y,Y,N,N,400,LON9005,LONLONG,51527,2687,B
374,02/02/2018,04/02/2018,PF54179261,LN202,Niall Horan,Niall Horan,Liam Gallagher,IGF,26/01/2018,01/02/2018,Cancel,N,N,N,Y,600,MCXXXX,LONMID,32521,2673,S
375,03/03/2018,05/03/2018,FP94479261,LN202,Niall Horan,Zayn Malik,Liam Gallagher,BAC^A,23/02/2018,13/03/2018,Cancel,N,Y,Y,Y,55,NMKL009,LONLONG,11173,4042,S
376,01/02/2018,04/02/2018,OO39315643,LN202,Niall Horan,Harry Styles,Liam Gallagher,HOMB,29/01/2018,04/02/2018,Amend,N,N,Y,N,400,MCXXXX,LONMID,79055,2104,B
377,06/02/2018,09/02/2018,XA50468742,STK350,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,MTU,07/02/2018,20/02/2018,Amend,N,Y,N,N,420,GOXXX90,LONLONG,98856,247,B
378,03/03/2018,04/03/2018,QH45616080,LN202,Niall Horan,Niall Horan,Liam Gallagher,LILAK,27/02/2018,13/03/2018,Amend,N,N,N,N,-500000,LON5076F,LONMID,65896,3666,S
379,23/02/2018,23/02/2018,AK14419685,FUT500,Louis Tomlinson,Adele Adkins,Paul Arthurs,HOPE,20/02/2018,27/02/2018,Cancel,N,N,N,Y,0,RD7070,LONLONG,97696,3932,S
380,24/03/2018,26/03/2018,QQ12228427,FUT500,Louis Tomlinson,James Cordan,Paul Arthurs,ACGL,18/03/2018,24/03/2018,Amend,N,N,N,Y,300,CIP23223,LONMID,34252,1421,B
381,10/03/2018,10/03/2018,JM41161438,FUT500,Louis Tomlinson,Mick Jones,Paul Arthurs,ORAN,03/03/2018,09/03/2018,Cancel,N,Y,N,N,-500000,NMKL009,LONLONG,64365,655,B
382,28/03/2018,28/03/2018,KT91353746,LN202,Niall Horan,Louis Tomlinson,Liam Gallagher,VG,27/03/2018,15/04/2018,Cancel,N,N,Y,Y,0,FF90HUI,LONMID,9933,4799,B
383,26/03/2018,28/03/2018,ZG22226406,FUT500,Louis Tomlinson,Mick Jones,Paul Arthurs,WYIG,23/03/2018,26/03/2018,Cancel,Y,Y,N,N,420,CIP23223,LONLONG,86684,1752,S
384,17/02/2018,20/02/2018,TO95200995,NY422,Louis Tomlinson,Ed Sheeran,Paul Arthurs,PSTI,18/02/2018,07/03/2018,Amend,N,N,N,Y,420,NMKL009,LONMID,84484,1514,B
385,15/03/2018,16/03/2018,SU71010209,STK350,Louis Tomlinson,Adele Adkins,Paul Arthurs,JAGX,14/03/2018,20/03/2018,Amend,N,N,N,N,-500000,NMKL009,LONLONG,37745,1564,S
386,09/02/2018,10/02/2018,BJ08286094,NY422,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,EPIX,06/02/2018,12/02/2018,Cancel,N,N,N,N,-500000,LON5076F,LONMID,13718,2458,B
387,09/03/2018,12/03/2018,GJ44865983,STK350,Louis Tomlinson,Ed Sheeran,Paul Arthurs,OAKS^A,10/03/2018,17/03/2018,Cancel,N,N,N,N,50000,MCXXXX,LONLONG,20427,4119,B
388,20/03/2018,21/03/2018,OY11422523,LN202,Niall Horan,Mick Jones,Liam Gallagher,TRPX,17/03/2018,28/03/2018,Cancel,N,N,N,Y,400,TY00TYO,LONMID,15350,2786,B
